,0
1367,222870.2821656933
1368,222663.6273420732
1369,236007.33496022515
1370,181604.3341764818
1371,234530.5516888469
1372,286845.7540822739
1373,211298.41191242269
1374,213502.44644557472
1375,201878.13519301987
1376,177929.18216994798
1377,143829.4772061788
1378,164407.26656988342
1379,196030.50872002277
1380,184517.76365929047
1381,215488.7706041467
1382,145801.5378403404
1383,150968.24084327926
1384,130966.6760161581
1385,205222.69982206507
1386,203510.44132582503
1387,220355.46665185044
1388,200025.07786830276
1389,279379.2924665363
1390,215337.8635421623
1391,221507.1019244003
1392,227498.99937379887
1393,139584.0461670461
1394,200853.22429093815
1395,199279.32747006486
1396,188190.1110892069
1397,199049.1932657239
1398,117131.47705511886
1399,123913.39401918266
1400,130514.08790886044
1401,206649.09882269287
1402,116361.87524300464
1403,256722.933833371
1404,149802.66215048655
1405,171735.63742448564
1406,103990.91787330655
1407,115288.68927441067
1408,122671.79020380288
1409,147291.12610952323
1410,107260.02478741716
1411,53663.58006086692
1412,104998.28706367328
1413,120920.96233587031
1414,133851.79165981576
1415,158715.31336084305
1416,124064.6487083633
1417,182993.9295129503
1418,116721.30375481243
1419,100472.99214364676
1420,123941.2432426691
1421,144917.3082566274
1422,199096.2972710079
1423,181921.63223959293
1424,186451.85467547766
1425,199934.64909202507
1426,121024.82907612465
1427,132172.1286164004
1428,45481.15641337936
1429,74719.58084145613
1430,149881.1875952333
1431,59247.360225406126
1432,123387.41892103259
1433,55144.079292904586
1434,317287.085760363
1435,296132.921387682
1436,198673.98697273916
1437,145108.16599407163
1438,213166.50095464103
1439,161470.86407471815
1440,198136.03208272796
1441,174438.77333861587
1442,324365.78659938776
1443,352655.5657205203
1444,110606.5823786211
1445,197748.60654756695
1446,117147.37128285703
1447,127079.31959507683
1448,132323.37422138642
1449,82449.62731889791
1450,87313.27713606633
1451,132649.62672238506
1452,95171.87972713777
1453,79946.01665726326
1454,91226.31760928886
1455,101888.57516894609
1456,166244.49380169748
1457,106949.75031358206
1458,201501.53299033904
